"","chr","start","end","meth.diff","strand","pvalue","qvalue","exon-start","exon-end","gene-start","gene-end","geneID","mRNA-start","mRNA-end","Genbank","Uniprot-ID","Uniprot-Accession","evalue","Product","GO-ID","GO-BP","GO-CC","GO-MF"
"6002","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184001,"XM_022469025.1","D3YXG0","HMCN1_MOUSE",1e-23,"hemicentin-1-like",NA,NA,NA,NA
"6003","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184001,"XM_022469025.1","D3YXG0","HMCN1_MOUSE",3e-41,"hemicentin-1-like",NA,NA,NA,NA
"6007","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022468993.1","A2ASS6","TITIN_MOUSE",2e-52,"hemicentin-1-like",NA,NA,NA,NA
"6009","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184001,"XM_022469025.1","D3YXG0","HMCN1_MOUSE",4e-53,"hemicentin-1-like",NA,NA,NA,NA
"6015","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184003,"XM_022469013.1","A2ASS6","TITIN_MOUSE",6e-40,"hemicentin-1-like",NA,NA,NA,NA
"6020","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022468993.1","A2ASS6","TITIN_MOUSE",7e-91,"hemicentin-1-like",NA,NA,NA,NA
"6036","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022468993.1","A2ASS6","TITIN_MOUSE",8e-49,"hemicentin-1-like",NA,NA,NA,NA
"6039","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022469011.1","A2ASS6","TITIN_MOUSE",8e-91,"hemicentin-1-like",NA,NA,NA,NA
"6040","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184003,"XM_022469023.1","D3YXG0","HMCN1_MOUSE",2e-94,"hemicentin-1-like",NA,NA,NA,NA
"6043","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184003,"XM_022469029.1","D3YXG0","HMCN1_MOUSE",5e-53,"hemicentin-1-like",NA,NA,NA,NA
"6044","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184003,"XM_022469029.1","D3YXG0","HMCN1_MOUSE",5e-12,"hemicentin-1-like",NA,NA,NA,NA
"6045","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184003,"XM_022469029.1","D3YXG0","HMCN1_MOUSE",2e-41,"hemicentin-1-like",NA,NA,NA,NA
"6046","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184003,"XM_022469029.1","D3YXG0","HMCN1_MOUSE",2e-98,"hemicentin-1-like",NA,NA,NA,NA
"6048","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022468986.1","A2ASS6","TITIN_MOUSE",2e-69,"hemicentin-1-like",NA,NA,NA,NA
"6058","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022469000.1","A2ASS6","TITIN_MOUSE",1e-63,"hemicentin-1-like",NA,NA,NA,NA
"6062","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022469000.1","A2ASS6","TITIN_MOUSE",8e-91,"hemicentin-1-like",NA,NA,NA,NA
"6065","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022468998.1","A2ASS6","TITIN_MOUSE",8e-51,"hemicentin-1-like",NA,NA,NA,NA
"6069","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022468986.1","A2ASS6","TITIN_MOUSE",2e-38,"hemicentin-1-like",NA,NA,NA,NA
"6079","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022469008.1","A2ASS6","TITIN_MOUSE",4e-34,"hemicentin-1-like",NA,NA,NA,NA
"6080","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022468986.1","A2ASS6","TITIN_MOUSE",5e-27,"hemicentin-1-like",NA,NA,NA,NA
"6084","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184001,"XM_022469018.1","D3YXG0","HMCN1_MOUSE",4e-34,"hemicentin-1-like",NA,NA,NA,NA
"6085","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184001,"XM_022469018.1","D3YXG0","HMCN1_MOUSE",8e-53,"hemicentin-1-like",NA,NA,NA,NA
"6087","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184003,"XM_022469010.1","A2ASS6","TITIN_MOUSE",6e-64,"hemicentin-1-like",NA,NA,NA,NA
"6098","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184003,"XM_022469010.1","A2ASS6","TITIN_MOUSE",6e-25,"hemicentin-1-like",NA,NA,NA,NA
"6103","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184003,"XM_022469010.1","A2ASS6","TITIN_MOUSE",2e-55,"hemicentin-1-like",NA,NA,NA,NA
"6107","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184003,"XM_022469010.1","A2ASS6","TITIN_MOUSE",9e-70,"hemicentin-1-like",NA,NA,NA,NA
"6109","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022468995.1","A2ASS6","TITIN_MOUSE",1e-93,"hemicentin-1-like",NA,NA,NA,NA
"6114","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184003,"XM_022469010.1","A2ASS6","TITIN_MOUSE",1e-28,"hemicentin-1-like",NA,NA,NA,NA
"6115","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184003,"XM_022469010.1","A2ASS6","TITIN_MOUSE",8e-52,"hemicentin-1-like",NA,NA,NA,NA
"6120","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15182521,"XM_022468988.1","A2ASS6","TITIN_MOUSE",1e-20,"hemicentin-1-like",NA,NA,NA,NA
"6124","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022469011.1","A2ASS6","TITIN_MOUSE",3e-55,"hemicentin-1-like",NA,NA,NA,NA
"6125","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184001,"XM_022469025.1","D3YXG0","HMCN1_MOUSE",3e-61,"hemicentin-1-like",NA,NA,NA,NA
"6130","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022468994.1","A2ASS6","TITIN_MOUSE",1e-24,"hemicentin-1-like",NA,NA,NA,NA
"6134","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022469020.1","Q8WZ42","TITIN_HUMAN",4e-32,"hemicentin-1-like",NA,NA,NA,NA
"6137","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184003,"XM_022469013.1","A2ASS6","TITIN_MOUSE",3e-34,"hemicentin-1-like",NA,NA,NA,NA
"6139","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184003,"XM_022469013.1","A2ASS6","TITIN_MOUSE",1e-38,"hemicentin-1-like",NA,NA,NA,NA
"6145","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022468995.1","A2ASS6","TITIN_MOUSE",1e-114,"hemicentin-1-like",NA,NA,NA,NA
"6150","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022468995.1","A2ASS6","TITIN_MOUSE",1e-11,"hemicentin-1-like",NA,NA,NA,NA
"6155","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184149,"XM_022468989.1","A2ASS6","TITIN_MOUSE",9e-31,"hemicentin-1-like",NA,NA,NA,NA
"6163","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022469020.1","Q8WZ42","TITIN_HUMAN",1e-15,"hemicentin-1-like",NA,NA,NA,NA
"6164","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184149,"XM_022468989.1","A2ASS6","TITIN_MOUSE",2e-28,"hemicentin-1-like",NA,NA,NA,NA
"6168","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184149,"XM_022468989.1","A2ASS6","TITIN_MOUSE",2e-52,"hemicentin-1-like",NA,NA,NA,NA
"6171","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022468993.1","A2ASS6","TITIN_MOUSE",1e-49,"hemicentin-1-like",NA,NA,NA,NA
"6179","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022468986.1","A2ASS6","TITIN_MOUSE",9e-49,"hemicentin-1-like",NA,NA,NA,NA
"6180","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022469000.1","A2ASS6","TITIN_MOUSE",3e-55,"hemicentin-1-like",NA,NA,NA,NA
"6192","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184003,"XM_022469010.1","A2ASS6","TITIN_MOUSE",1e-20,"hemicentin-1-like",NA,NA,NA,NA
"6194","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15183997,"XM_022469031.1","A2ASS6","TITIN_MOUSE",1e-63,"hemicentin-1-like",NA,NA,NA,NA
"6197","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022468999.1","A2ASS6","TITIN_MOUSE",1e-20,"hemicentin-1-like",NA,NA,NA,NA
"6198","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184003,"XM_022469010.1","A2ASS6","TITIN_MOUSE",7e-94,"hemicentin-1-like",NA,NA,NA,NA
"6200","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184003,"XM_022469012.1","A2ASS6","TITIN_MOUSE",4e-88,"hemicentin-1-like",NA,NA,NA,NA
"6202","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15183997,"XM_022469031.1","A2ASS6","TITIN_MOUSE",3e-18,"hemicentin-1-like",NA,NA,NA,NA
"6206","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184003,"XM_022469010.1","A2ASS6","TITIN_MOUSE",7e-88,"hemicentin-1-like",NA,NA,NA,NA
"6207","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15182524,"XM_022468990.1","A2ASS6","TITIN_MOUSE",3e-55,"hemicentin-1-like",NA,NA,NA,NA
"6209","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15182524,"XM_022468990.1","A2ASS6","TITIN_MOUSE",1e-20,"hemicentin-1-like",NA,NA,NA,NA
"6220","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022468999.1","A2ASS6","TITIN_MOUSE",1e-24,"hemicentin-1-like",NA,NA,NA,NA
"6221","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022469006.1","A2ASS6","TITIN_MOUSE",3e-11,"hemicentin-1-like",NA,NA,NA,NA
"6222","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184003,"XM_022469002.1","A2ASS6","TITIN_MOUSE",5e-91,"hemicentin-1-like",NA,NA,NA,NA
"6223","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022469006.1","A2ASS6","TITIN_MOUSE",6e-31,"hemicentin-1-like",NA,NA,NA,NA
"6230","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184003,"XM_022469002.1","A2ASS6","TITIN_MOUSE",6e-64,"hemicentin-1-like",NA,NA,NA,NA
"6231","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022468999.1","A2ASS6","TITIN_MOUSE",9e-88,"hemicentin-1-like",NA,NA,NA,NA
"6234","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022468999.1","A2ASS6","TITIN_MOUSE",3e-55,"hemicentin-1-like",NA,NA,NA,NA
"6238","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15183997,"XM_022469031.1","A2ASS6","TITIN_MOUSE",2e-51,"hemicentin-1-like",NA,NA,NA,NA
"6246","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022469007.1","A2ASS6","TITIN_MOUSE",1e-20,"hemicentin-1-like",NA,NA,NA,NA
"6248","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15183997,"XM_022469031.1","A2ASS6","TITIN_MOUSE",6e-61,"hemicentin-1-like",NA,NA,NA,NA
"6254","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022469020.1","Q8WZ42","TITIN_HUMAN",3e-27,"hemicentin-1-like",NA,NA,NA,NA
"6261","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022468995.1","A2ASS6","TITIN_MOUSE",1e-20,"hemicentin-1-like",NA,NA,NA,NA
"6262","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022468993.1","A2ASS6","TITIN_MOUSE",1e-28,"hemicentin-1-like",NA,NA,NA,NA
"6263","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022468995.1","A2ASS6","TITIN_MOUSE",1e-24,"hemicentin-1-like",NA,NA,NA,NA
"6267","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184003,"XM_022468997.1","A2ASS6","TITIN_MOUSE",9e-52,"hemicentin-1-like",NA,NA,NA,NA
"6271","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022469015.1","A2ASS6","TITIN_MOUSE",5e-91,"hemicentin-1-like",NA,NA,NA,NA
"6273","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022469015.1","A2ASS6","TITIN_MOUSE",4e-38,"hemicentin-1-like",NA,NA,NA,NA
"6277","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184003,"XM_022468997.1","A2ASS6","TITIN_MOUSE",5e-49,"hemicentin-1-like",NA,NA,NA,NA
"6284","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184003,"XM_022468997.1","A2ASS6","TITIN_MOUSE",6e-49,"hemicentin-1-like",NA,NA,NA,NA
"6286","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022469015.1","A2ASS6","TITIN_MOUSE",3e-55,"hemicentin-1-like",NA,NA,NA,NA
"6297","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022469024.1","Q8WZ42","TITIN_HUMAN",4e-55,"hemicentin-1-like",NA,NA,NA,NA
"6302","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022469020.1","Q8WZ42","TITIN_HUMAN",6e-11,"hemicentin-1-like",NA,NA,NA,NA
"6306","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184003,"XM_022468997.1","A2ASS6","TITIN_MOUSE",6e-31,"hemicentin-1-like",NA,NA,NA,NA
"6307","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022469024.1","Q8WZ42","TITIN_HUMAN",4e-83,"hemicentin-1-like",NA,NA,NA,NA
"6308","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184003,"XM_022469009.1","A2ASS6","TITIN_MOUSE",4e-88,"hemicentin-1-like",NA,NA,NA,NA
"6312","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184003,"XM_022468997.1","A2ASS6","TITIN_MOUSE",4e-27,"hemicentin-1-like",NA,NA,NA,NA
"6315","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184003,"XM_022468997.1","A2ASS6","TITIN_MOUSE",6e-64,"hemicentin-1-like",NA,NA,NA,NA
"6316","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184003,"XM_022468997.1","A2ASS6","TITIN_MOUSE",2e-52,"hemicentin-1-like",NA,NA,NA,NA
"6320","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022469024.1","Q8WZ42","TITIN_HUMAN",4e-86,"hemicentin-1-like",NA,NA,NA,NA
"6337","NC_035782.1",15148527,15148527,-50.0434782608696,"+",1.60036347398969e-25,2.66895273888497e-23,15148506,15148805,15129491,15184149,"111125330",15129491,15184002,"XM_022469024.1","Q8WZ42","TITIN_HUMAN",5e-40,"hemicentin-1-like",NA,NA,NA,NA
