"","chr","start","end","meth.diff","strand","pvalue","qvalue","dist-to-closest-gene","gene-chr","gene-start","gene-end","geneID","mRNA-start","mRNA-end","Genbank","Uniprot-Accession","Uniprot-ID","evalue","Product","GO-ID","GO-BP","GO-CC","GO-MF"
"12579","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",0.019,"titin-like",NA,NA,NA,NA
"12580","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",2e-43,"titin-like",NA,NA,NA,NA
"12581","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",6e-32,"titin-like",NA,NA,NA,NA
"12582","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",3e-09,"titin-like",NA,NA,NA,NA
"12583","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",0.4,"titin-like",NA,NA,NA,NA
"12585","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",7e-49,"titin-like",NA,NA,NA,NA
"12590","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",7.3,"titin-like",NA,NA,NA,NA
"12591","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",0.096,"titin-like",NA,NA,NA,NA
"12592","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",4e-49,"titin-like",NA,NA,NA,NA
"12593","NC_035787.1",56264363,56264363,63.0371297455152,"+",8.08610030400708e-11,1.96474915461429e-09,0,"NC_035787.1",56224028,56287563,"111106119",56224286,56287560,"XM_022440664.1","P11881","ITPR1_MOUSE",0,"inositol 1",NA,NA,NA,NA
"12595","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",8.7,"titin-like",NA,NA,NA,NA
"12597","NC_035787.1",56264363,56264363,63.0371297455152,"+",8.08610030400708e-11,1.96474915461429e-09,0,"NC_035787.1",56224028,56287563,"111106119",56224028,56287562,"XM_022440657.1","P11881","ITPR1_MOUSE",0,"inositol 1",NA,NA,NA,NA
"12599","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",6,"titin-like",NA,NA,NA,NA
"12600","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",9e-38,"titin-like",NA,NA,NA,NA
"12602","NC_035787.1",56264363,56264363,63.0371297455152,"+",8.08610030400708e-11,1.96474915461429e-09,0,"NC_035787.1",56224028,56287563,"111106119",56224028,56287561,"XM_022440652.1","P11881","ITPR1_MOUSE",0,"inositol 1",NA,NA,NA,NA
"12603","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",5e-07,"titin-like",NA,NA,NA,NA
"12604","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",6e-48,"titin-like",NA,NA,NA,NA
"12605","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",6e-04,"titin-like",NA,NA,NA,NA
"12606","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",6.4,"titin-like",NA,NA,NA,NA
"12607","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",0.017,"titin-like",NA,NA,NA,NA
"12608","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",7.9,"titin-like",NA,NA,NA,NA
"12609","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",0.066,"titin-like",NA,NA,NA,NA
"12610","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",0.054,"titin-like",NA,NA,NA,NA
"12611","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",4e-05,"titin-like",NA,NA,NA,NA
"12612","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",1e-30,"titin-like",NA,NA,NA,NA
"12613","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",2e-35,"titin-like",NA,NA,NA,NA
"12614","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",7e-05,"titin-like",NA,NA,NA,NA
"12615","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",4e-06,"titin-like",NA,NA,NA,NA
"12616","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",0.075,"titin-like",NA,NA,NA,NA
"12617","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",6.6,"titin-like",NA,NA,NA,NA
"12618","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",4e-32,"titin-like",NA,NA,NA,NA
"12619","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",1.5,"titin-like",NA,NA,NA,NA
"12620","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",5e-05,"titin-like",NA,NA,NA,NA
"12621","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",1e-17,"titin-like",NA,NA,NA,NA
"12622","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",6.7,"titin-like",NA,NA,NA,NA
"12623","NC_035782.1",48662583,48662583,60.8333333333333,"+",2.23895348009552e-34,9.68106426996011e-32,0,"NC_035782.1",48655388,48690131,"111126788",48661269,48690122,"XM_022471651.1","O08550","KMT2B_MOUSE",2e-81,"uncharacterized LOC111126788",NA,NA,NA,NA
"12624","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",3e-32,"titin-like",NA,NA,NA,NA
"12625","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",5e-21,"titin-like",NA,NA,NA,NA
"12626","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",2e-06,"titin-like",NA,NA,NA,NA
"12627","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",3e-31,"titin-like",NA,NA,NA,NA
"12628","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",2e-31,"titin-like",NA,NA,NA,NA
"12629","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",0.076,"titin-like",NA,NA,NA,NA
"12630","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",0.079,"titin-like",NA,NA,NA,NA
"12631","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",0.071,"titin-like",NA,NA,NA,NA
"12632","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",5.7,"titin-like",NA,NA,NA,NA
"12633","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",1e-50,"titin-like",NA,NA,NA,NA
"12634","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",8e-34,"titin-like",NA,NA,NA,NA
"12635","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",1e-06,"titin-like",NA,NA,NA,NA
"12636","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",0.084,"titin-like",NA,NA,NA,NA
"12637","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",2e-04,"titin-like",NA,NA,NA,NA
"12638","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",1e-32,"titin-like",NA,NA,NA,NA
"12639","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",9e-18,"titin-like",NA,NA,NA,NA
"12640","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",6e-18,"titin-like",NA,NA,NA,NA
"12641","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",4e-18,"titin-like",NA,NA,NA,NA
"12642","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",4e-52,"titin-like",NA,NA,NA,NA
"12643","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",1e-34,"titin-like",NA,NA,NA,NA
"12644","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",8e-05,"titin-like",NA,NA,NA,NA
"12645","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",3e-35,"titin-like",NA,NA,NA,NA
"12646","NC_035784.1",2333164,2333164,57.8792650918635,"+",1.03524753196192e-30,3.11937590617162e-28,0,"NC_035784.1",2298250,2337112,"111133229",2304948,2337112,"XM_022481413.1","Q9D2Z8","KIF12_MOUSE",7e-110,"kinesin-like protein KIF12",NA,NA,NA,NA
"12647","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",0.5,"titin-like",NA,NA,NA,NA
"12648","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",5e-17,"titin-like",NA,NA,NA,NA
"12649","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22379238,22530642,"XM_022475022.1","Q8NF91","SYNE1_HUMAN",0.22,"nesprin-1-like",NA,NA,NA,NA
"12650","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22379238,22530642,"XM_022475022.1","Q8NF91","SYNE1_HUMAN",0.29,"nesprin-1-like",NA,NA,NA,NA
"12651","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22379238,22530642,"XM_022475022.1","Q8NF91","SYNE1_HUMAN",5.2,"nesprin-1-like",NA,NA,NA,NA
"12652","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22379238,22530642,"XM_022475022.1","Q8NF91","SYNE1_HUMAN",0.43,"nesprin-1-like",NA,NA,NA,NA
"12653","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22379238,22530642,"XM_022475022.1","Q8NF91","SYNE1_HUMAN",0.086,"nesprin-1-like",NA,NA,NA,NA
"12654","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22379238,22530642,"XM_022475022.1","Q8NF91","SYNE1_HUMAN",0.18,"nesprin-1-like",NA,NA,NA,NA
"12655","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22379238,22530642,"XM_022475022.1","Q8NF91","SYNE1_HUMAN",0.074,"nesprin-1-like",NA,NA,NA,NA
"12656","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22379238,22530642,"XM_022475022.1","Q8NF91","SYNE1_HUMAN",0.002,"nesprin-1-like",NA,NA,NA,NA
"12657","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22379238,22530642,"XM_022475022.1","Q8NF91","SYNE1_HUMAN",2e-06,"nesprin-1-like",NA,NA,NA,NA
"12658","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22379238,22530642,"XM_022475022.1","Q8NF91","SYNE1_HUMAN",2e-18,"nesprin-1-like",NA,NA,NA,NA
"12659","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22379238,22530642,"XM_022475022.1","Q8NF91","SYNE1_HUMAN",5,"nesprin-1-like",NA,NA,NA,NA
"12660","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22379238,22530642,"XM_022475022.1","Q8NF91","SYNE1_HUMAN",4.2,"nesprin-1-like",NA,NA,NA,NA
"12661","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22379238,22530642,"XM_022475022.1","Q8NF91","SYNE1_HUMAN",7e-05,"nesprin-1-like",NA,NA,NA,NA
"12662","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22379238,22530642,"XM_022475022.1","Q8NF91","SYNE1_HUMAN",0.004,"nesprin-1-like",NA,NA,NA,NA
"12663","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22379238,22530642,"XM_022475022.1","Q8NF91","SYNE1_HUMAN",0.045,"nesprin-1-like",NA,NA,NA,NA
"12664","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22379238,22530642,"XM_022475022.1","Q8NF91","SYNE1_HUMAN",3e-09,"nesprin-1-like",NA,NA,NA,NA
"12671","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22379238,22530642,"XM_022475022.1","Q8NF91","SYNE1_HUMAN",2e-149,"nesprin-1-like",NA,NA,NA,NA
"12672","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22379238,22530642,"XM_022475022.1","Q8NF91","SYNE1_HUMAN",5e-07,"nesprin-1-like",NA,NA,NA,NA
"12673","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22379238,22530642,"XM_022475022.1","Q8NF91","SYNE1_HUMAN",1e-10,"nesprin-1-like",NA,NA,NA,NA
"12674","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22379238,22530642,"XM_022475022.1","Q8NF91","SYNE1_HUMAN",0,"nesprin-1-like",NA,NA,NA,NA
"12675","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22379238,22530642,"XM_022475022.1","Q8NF91","SYNE1_HUMAN",9e-163,"nesprin-1-like",NA,NA,NA,NA
"12676","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22379238,22530642,"XM_022475022.1","Q8NF91","SYNE1_HUMAN",1e-04,"nesprin-1-like",NA,NA,NA,NA
"12677","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22367508,22530642,"XM_022475016.1","Q8NF91","SYNE1_HUMAN",0.015,"nesprin-1-like",NA,NA,NA,NA
"12678","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22367508,22530642,"XM_022475016.1","Q8NF91","SYNE1_HUMAN",0.084,"nesprin-1-like",NA,NA,NA,NA
"12679","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22367508,22530642,"XM_022475016.1","Q8NF91","SYNE1_HUMAN",0.002,"nesprin-1-like",NA,NA,NA,NA
"12680","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22367508,22530642,"XM_022475016.1","Q8NF91","SYNE1_HUMAN",4.9,"nesprin-1-like",NA,NA,NA,NA
"12681","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",2e-18,"titin-like",NA,NA,NA,NA
"12682","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",0.58,"titin-like",NA,NA,NA,NA
